review,sentiment
"my guess is that the producers of this low budget space horror film wanted a serious movie but the director had his heart set on a parody. so...this is what we get. set in an abandoned spaceship 1000 years in the future and peopled with characters and props right out of the 90's. the set is some industrial complex, maybe an oil tanker, whatever. they use is as is so the controls consist racks of old tv equipment. one location is obviously the employees lunchroom and sports an old tv and vcr as well as a water cooler with plastic demijohn. tiny lister and coolio get the best lines, arguing throughout the story. the dialog is packed with terms that are pretty dated even now a ok, daddy o but then maybe the 30th century is very retro? when the captain declares the ships cargo is a load of coffins from the transylvania station you know this is all a put on. its a bit of alien, part jasonx, shameless rip off of all the best sci fi and horror titles. at one point casper vandien even tells his pilot to make it so with a straight face. this film would have been better if they had just let everyone run with the satire but they keep attempting to make the story serious....maybe the backers were on the set that day. anyway, not a bad boredom killer if you aren't too picky. fx are as good as the sets are bad.",negative
"first off to get my own personal feelings out of the way let me start by saying that i hate so called comedies where every single character is written and played as being so stupid that you wounder if they're all the result of inbreeding.now i will say this i did see the first three american pie movies and while they weren't the most amazing movies that i'd ever seen they were all right and outright masterpieces compared to the three american pie presents films , i still feel compelled to ask what the hell were they thinking when they made this movie?i also have a few other questions too.who thought that this was an acceptable use of studio funds and production resources? who approved the final script and what was that person smoking when they approved it ? and lastly why did anyone think that it deserved to be released into theaters where the average cost of admission is between 10 and 15 dollars depending on where you live when it should have gone straight to the discount bin at blockbuster or wal mart?there is so much wrong with this movie that i can't write a really comprehensive review of it because it would exceed the maximum allowed words on this forum so i'll just touch on the biggest things wrong with it.the plot is generic uninspired and stupid and characters are all about as interesting as watching paint dry for eighty minutes but the biggest thing that i can see wrong with this movie is the acting.while most of the cast are talentless no namers who will probably be forgotten in a few years,the one and only big name in this movie is eugene levy who spends almost all of the time he is on screen with this knowing smirk on his face that says to the viewer i know this isn't funny and i'm wasting my talents but hey i'm getting payed for it so who cares he doesn't even try to make any of his jokes funny he really deserves better than this garbage . as i mentioned above most of the rest of the cast are horrible even though some of them have been in some really great tv shows, tyrone savage from the classic canadian series wind at my back plays a character who is so unbearable unlikeable and irritating there are things that he could teach to tropical skin diseases that you almost wish he'd die a slow and painful death on screen, christopher mcdonald ncis, law order just hangs around on screen and wastes what talent he does have by being in this film.maybe the next film in this series will just be a soft core porn with a story line so they can get around the mpaa and get an r rating this movie goes all out with pointless nudity vulgarity and pointlessly offencive sexual content that it should have gotten the x rating the ratings board must have been drunk or on drugs when they reviewed this film for its rating . it's interesting that twenty five years ago when wes craven submitted a nightmare on elm street to the mpaa for a rating review they forced him to cut twenty five seconds of footage i believe that it was part of a death scene that had a silicone casting of a breast in it to avoid getting an x rating and he had no other choice but to do it or the film wouldn't have been released, but this kind of needlessly offensive trash can get the r rating today because it's all done in the name of comedy, if this movie was a drama or horror film with this kind of content there would have been a huge stink over the content and it would havegotten the dreaded x rating.the last thing that really annoys me is the writing, this movie is written to play out like the wet dream of some twelve year old kid with an extremely overactive sexual imagination its quite juvenile and extraordinarily crass, nearly every expository situation that is supposed to move the corpse that this movie calls a plot along is so telegraphed that any intelligent viewer can see it coming a mile away and and the so called characters are just stereotypes of stereotypes of stereotypes, never mind the often repulsive sexual references and constant unnecessary scenes of deviant sexual behavior it feels like this film was written by some incompetent first year hack in a low rent film school script writing class.the long and short of it is its time to kill this series before it gets any stupider more crass and offensive, this pie is filled with road apples.",negative
"this movie, supposedly a thriller, had about five sub plots that developed simultaneously to climax at the end, but it ended up more as a yawn.the writing was trite, the pace was slow and disjointed and the characters were boring. george clooney looks like he needs to get into a gym, matt damon hammed it up and the others seemed to read their lines from a teleprompter.the worst part of this movie was that it was carefully crafted to be politically correct and so it ended up saying nothing at all about big business, oil and the middle east. i have seen documentaries provide more excitement. watch it only if there's absolutely nothing else to do.",negative
"after putting a mummy in a local museum goes through the cat scan, a metal object in it's brain reacts adversely to the procedure, thus freeing the spirit,or phantom if you will, of the mummy, belphegor. due to convenient circumstances, lisa, who lives close to the museum finds herself possessed by the evil spirit. soon enough she's stealing the museum's egyptian treasures out from under their nose. detective verlac comes out of retirement to catch the supernatural thief.this is a serviceable enough, if you haven't seen any other incarnations of belphe gor before. if you have, i recommend skipping this particular version as it can't help but pale in comparison to the others despite the nice locals and scenery.it plays out like a slightly higher budgeted sci fi original film, and i don't really mean that as a compliment.eye candy sophie marceau shows ass side boob my grade c dvd extras none",negative
"rented and watched this short 90 minutes work. it's by far the best treatment modesty has received on film and her creator, peter o'donnell, agrees, participating as a creative consultant. the character, and we who love her, are handled with respect. spiegel's direction is the best he's done to date, and the casting was very well done. alexandra staden is almost physically perfect as a match to the original jim holdaway illustrations of modesty. a terrific find by whoever cast her! raymond cruz as a young rafael garcia was also excellent. i hope that tarantino co. will go on to make more in the series i'm especially interested to see whom they'd choose to be the incomparable willie garvin!",positive
"bill and ted's bogus journey is possible the most excellent film i have ever watched. though the acting and scenery etc is poor, who cares. the story line is brilliant and the jokes and words they come up with are most excellent, the ideas are great as well. i recommend anyone to see this classic. the best part is obviously when they 'melvin' death, i was cracking up for 10 minutes and missed the next part of the film. this is so much better then the first one, which was great as well. possibly the funniest movie of all time!!!!! i think the best parts of the film however, are when bill and ted shout excellent and play the guitar solo, it was hilarious. rock on bill, ted and eddie van halen, bring out a 3rd film!!",positive
"this movie is the best movie i have seen in a long time. it is also the best movie seen that uses a drama to tell history, without going to speculation such as with jfk,nixon or hoffa. it deftly depicts the clutches that belgium had on the congo. it also teases out easily for us the european and american forces that were behind the power the inflict the congo today. the film was sure to specifically implicate the u.s., rightly so, in the murder of lumumba. this film could never be made in the u.s. for u.s. film rarely criticizes itself in acts of imperialism and murder. save stone's jfk it also lets us in on the problems that were present with the inner conflict of the congo, between lumumba, mobutu and katanga. we can see how precarious countries sit in establishing new governments when their history is one of colonization and those who were the colonizers continue to pull the strings of power and force. the film is excellently shot with eriq ebouaney an excellent lumumba. the cast is great and they really draw you into the feeling of the climate in the congo during that time.again, this is a must see for those who love drama with a correct historical background. see my notes on quilombo.",positive
"the above profile was written by me when i used the nick of oldwerewolf56 which is still my email address. i still believe andy devine's character of frisky is the best twilight zone's episodes ever and i watch this episode at least once a year as i consider frisby to be a fortunate man as he has many friends who love him dearly. in case many of you are too young to remember, i'm 61, andy devine hosted a children's entertainment show in the 50's i believe called andy's gang. on it he had three assistants a cat named midnight who played the violin, a mouse named squeaky who played an a hand organ and a devilish toad named froggy who's could appear and disappear at will embarrassing many of andy's funny guest stars like billy gilbert.",positive
"i managed to record the dion brothers, off broadcast tv, with the commercials , back in the early 80s. i've loaned it to many friends, all of whom agree it's one of the best b bandit movies ever made. one day, while walking to my nyc apartment, i saw stacy keach shooting a scene for his tv series, mickey spilane. we had a moment to chat, and i told him how much i enjoyed the dion bros, and considered it a pure classic. he thanked me, and said it was one of the best, and most memorable film experiences of his career. he was very friendly, and sincere, and i was grateful for the few moments he took to chat with a fan. this is one classic that needs to be on dvd.",positive
"the polish brothers are unique film artists, and they've really pushed the envelope here. a fantasy that has points in common with wings of desire, northfork tells the story of a '50s era small town in the middle of nowhere that is two days shy of being inundated and submerged thanks to the u.s. government's desire to make a reservoir on the place where the town stands. it's a wry parable about loss and remembrance, featuring angels, dreams, premonitions, and the most hilarious government reclamation functionaries since repo man. the performances are all outstanding, especially nolte and woods. i've noticed in reading down some of the comments that there are people who were offended simply by the fact that the polish twins use elliptical storytelling tactics, and i want to say, that's one of the things that makes this film so great its willingness to embrace the mysterious as an aspect of everyday life. david mullen's cinematography is stunning. highly recommended if you've suffered a meaningful personal loss, such as the death of a parent, i would even call this film necessary viewing. ray",positive
"recap since the warrior queen gedren raised and slaughtered most of sonja's family, she has trained in the art of sword fighting. now, gedren has taken a very powerful talisman, that threatens to destroy the world if not destroyed, killing sonja's sister in the process. now sonja is out for revenge, and to save the world. along the way, she meets the very conan like but not conan, no! kalidor, the child prince tarn and his bodyguard falcon. at first sonja declines all help, but is later forced to accept it, and together they go to save the world.comments when you watch a movie like this, and you think that it is the story that the is the best element in this movie, the movie is in big trouble. because 1 a movie like this should draw its strength upon good swordfights and effects, and 2 the story is really, really bad. it is simple, and uncomplicated and really offers nothing in way of character development or even suspense. it is predictable and boring, and the obvious couple, sonja and kalidor, has no chemistry at all. and the kid is just annoying. and most of the scenes is drawn out so long that they become boring. though the movie is not very long, it has not material enough to fill its time. and so back to point 1 . the fighting is slow, uneventful and really bad. it clearly shows most fighters clearly blocking the opponents strokes far ahead of the opponent has even begun to strike. in my honest opinion, i believe most kids, fighting with sticks, creates more exciting fights playing knights than this movie did. all in all, this is a really bad spin off, that should be avoided by all who liked the conan movies.2 10",negative
"tom and butch cat fight over the capture of jerry mouse because the one who doesn't catch jerry gets kicked out. the two cats dress in their master's clothing to disguise themselves and lets the other have it! confused, tom and butch whack their master's rear and all three of them get kicked out.",positive
"you can be fooled by your first impressions. as in, initial reactions to a movie, for example. as in, the first time i saw this movie i was bedazzled by the idea of it first of all, i love black comedies . could even despite being male, myself empathise with the feisty girls' fervor to see their husbands deceased without delay. was tripped up by my own face value and, i do mean face value response to nicolette sheridan and a couple of the other delicious dames in the picture. it just goes to show you that you've gotta step back from a situation sometimes and see that it's bad and not bad good, either the reason i'm giving this movie a 4 rating is because of ms sheridan and her gams the rest of 'er is pretty good, too but this movie has all the hallmark tv movie characteristics which means you'll be disappointed if your a lover of movies made for the big screen. the story contains plot holes you could run a tunnel through and i'll generally overlook holes in a plot if the overall thing does it for me and i just experienced an incredible letdown the second time i saw it. i don't think it's a total waste of time, but....",negative
"the sun should set on this movie, forever.it goes on forever which isn't usually a bad thing the english patient, schindler's list but is so tedious. the aging of the actors is unbelievable and so is the drawn out never ending story line which really seems to go nowhere.in short, a waste of talent and film.",negative
"every once in a while , someone out of the blue looks at me a little sideways and asks what's with snitch'd ? i know immediately they have a case of barely hidden amusement horror. you see, i was the cinematographer on the film.let me clarify some points regarding this interesting life experience .originally, snitch'd was called one hard hit. i met james cahill in july of 1999, a day after i wrapped triangle square, a great little 35mm feature that like so many indie features of the era never got distribution despite festival accolades...it fell eternal victim to the fine print of sag's notorious experimental feature contract. but i digress...i though i was on a roll, and when james asked me to shoot his little gangster flick in 16mm with a shooting budget of about 25,000, not wanting to break pace, i took it. after all, clerks, el mariachi... i too believed the myth back then.let's just chalk it up as film school for many involved, myself included. snitch'd was shot over two weeks in august, 1999, in aliso viejo and santa ana, ca. cahill taught drama at a high school in the latter city yes, he is a drama and english teacher...consider that while watching the film, or even observing the use of apostrophe in title , hence the locations and cast.of note in his cast were the only known dramatic appearance of l.a.'s channel 2 morning news weather girl vera jimenez, and of greater impact, the debut of eva longoria, who had just arrived in hollywood and was as eager as i to get a film under her belt. i must say her professional dedication, focus and let's do this attitude kept me inspired and was a foreshadow of her stardom yet to come. snitch'd suffered from poor optics, few lights or electricity, several boom operators du jour, and delivery of an uncorrected offline for duplication. none of that overshadows the actual content, which speaks for itself.anyway, by 2003, the film was sold to distributors at a net loss, i understand who inexplicably had no photos of eva on the box by then she was a rising, working name but who did manage to obtain a clear photo of what appears to be an authentic latino gangster to lend credibility to snitch'd. since cahill's other passion is antiquarian book dealing, it appears to confirm he believes you can, in fact, judge a book by it's cover... as so many have picked up this dvd based on it's sleeve. one year later, eva, now on a soap, and i met james for one day to shoot a simple short film he had concocted, split second, which i think has never seen any play despite festival intent. 6 years later, i was hired to shoot another cahill film titled juarez, mexico. i though he had worked out the process my participation was contingent on casting, script and crew control, and the resultant film actually looked promising in dailies, for what it was... a cheap detective story surrounding the mass murders of girls in juarez despite claims here and elsewhere, the film has never appeared in any festival or venue, although cahill has repeatedly claimed the film has distribution and was simply awaiting release to coincide with the dvd release of two studio pictures on the same subject, virgin of juarez and border town.",negative
"i'm sorry, but this movie is just way to shallow for me. in it, perez is a taxi dancer with boyfriend keitel trying to make it as an actress. first of all, what the hell is a taxi dancer? even after sitting through this, i still don't know. oh yeah, perez also inspires delorenzo to follow her like a lovesick puppy. there's no reason behind the love, it just kind of happens. there are times when the characters and events really try to pull at your heartstrings, but it rarely works. the only character you really do feel anything for or with is keitel's character, and that's only because he does such a good job with it. any other actor and the character would have been just like the others.the script is basically an uninspired rehashing about how hard it is to make it as an actor actress. it's been done and said before, the language and dialog sounds like it was written by a street pimp. the ending is...well, i don't want to spoil it. let's just say it feels unsatisfying. i'd be more upset if the story was any good to begin with. the directing is average with nothing truly wonderful, but nothing that is really painful to watch either. to reiterate the acting, the only one that does anything worth watching is keitel. though i could have lived on without seeing him in tiger print bikini underwear.oh yeah, eddie bunker shows up. as random as that mention is, that's how random it is in the film. and tarantino does his director buddy a favor by showing up for about 20 seconds.",negative
"i have noticed that people have asked if anyone has this show. i have all 26 episodes that aired in the u.s. and will be willing to share these with anyone interested. all i require is that you supply the vhs tapes or blank dvd's i have them on both formats and pay for shipping. my email is creator67 pipinternet.net, just send me an email and your request and i will notify you and we can make the arrangements. the quality is very good and they are very enjoyable to watch especially if you have not been able to see them since they aired in the 60's. it was one of my favorite shows as a child and hold a very special place in my heart because it brings back a lot of memories of my childhood as well as other shows like ultraman and astroboy.peter",positive
"i saw this movie, and i do like horror movies.i did not know what to expect, but as soon the movie was on his way it was nice to watch it. the idea was pretty original and the acting was nice. especially jenna dewan as the exciting evil tamara.the hardest thing about horror movies, is to make a good ending. but there the movie failed. for a change, a end scene in a hospital, where suddenly all employees are gone. first you see doctors and nurses running around, but then they all went home?no cries for help while being chased by tamara, escaping to the roof also a smart move...not and off course a kind of open ending.no....the movie started great, the main part was nice to watch, but they really messed up the ending using all cliche s from bad horror movies. jeffrey reddick failed in my eyes with this movie, after making some really quality movies like final destination 1 and 2.if you like a good horror full of cliche endings, tamara is a good movie to watch. for me, i like movies which surprise me.",negative
"i very nearly walked out, but i'd paid my money, and my nearly as disgusted friend wanted to hold out. after the endearing, wide eyed innocence of a new hope and the thrilling sophistication of the empire strikes back, i remember awaiting return of the jedi with almost aching anticipation. but from the opening scene of this insultingly commercial sewage, i was bitterly disappointed, and enraged at lucas. he should have been ashamed of himself, but this abomination undeniably proves that he doesn't have subatomic particle of shame in his cold, greedy heart. episode i would go on to reinforce this fact your honor, i call jarjar binks but please issue barf bags to the members of the jury first .from the initial raising of the gate at jabba's lair, this film was nothing more than a two plus hour commercial for as many licensable, profit making action figures as lucas could cram into it the pig like guards, the hokey flesh pigtailed flunky, that vile muppet pet of jabba's, the new and recycled cabaret figures, the monsters, etc., etc., ad vomitum. then there were the detestably cute and marketable ewoks. pile on top of that all of the rebel alliance aliens. fifteen seconds each on screen or less and the kiddies just gotta have one for their collection. the blatant, exploitative financial baiting of children is nauseating.lucas didn't even bother to come up with a new plot he just exhumed the death star from a new hope and heaved in a boatload of cheap sentiment. what an appalling slap in the face to his fans. i can't shake the notion that lucas took a perverse pleasure in inflicting this dreck on his fans i've got these lemmings hooked so bad that i can crank out the worst piece of stinking, putrid garbage that i could dream up, and they'll flock to the theaters to scarf it up. plus, all the kiddies will whine and torture their parents until they buy the brats a complete collection of action figures of every single incidental undeveloped, cartoonish caricature that i stuffed in, and i get a cut from every single one. it'll make me even more obscenely rich. there may have been a paltry, partial handful of redeeming moments in this miserable rip off. i seem to recall that harrison ford managed to just barely keep his nose above the surface of this cesspool. but whatever tiny few bright spots there may be are massively obliterated by the offensive commercialism that lucas so avariciously embraced in this total, absolute sell out to profit.",negative
"one of the many vigilante epics that flooded the market by the mid 80s. the routine plot has echoes of the magnificent seven believe it or not , the action scenes are lamely handled and the special effects are non existent. you could do worse....but the film is still just a waste of time. 1 2",negative
"i think this was a horrible mistake on disney's part. first off, kuzco does not need to pass emperor school to become emperor! that's never happened before. secondly, the new voices don't sound like the originals at all. very poor redo. and while i adored the movie the emperor's new groove, the new school is just stupid. like all the jokes are the same, and many are from the movie. the plot gets redundant, always yzma is that how you spell it? trying to become empress, kuzco stopping her, etc. or kuzco learning to become a better person. i think kuzco gets annoying with his constant complaints and questions. he is a spoiled brat and it bothers me. i do not think this is worth five minutes of your time, much less a half hour.",negative
"as a 'physically challenged' person god, how i hate that phrase i just happened to catch this on cable where there was absolutely nothing else to watch overall, it was a fantastic movie. yes, i was a little disappointed upon finding out that neither actor is disabled, and yes, i was a little disappointed that more of the movie wasn't filmed from the 'true' point of view of the disabled can you imagine what it's like always being the tallest person in the room and then having to live the rest of your life with a view of nothing but other people's asses and crotches? having to always wait for the idiot to stop reading the newspaper in the only handicapped stall, enduring everyone else's rude bodily expulsions while you wait? . and the scene with him driving the car was absolutely me! been there, done that, literally. but the movie was true enough to matter while i've never lived in a home or assisted residence, there were plenty of times throughout the movie where i found myself nodding and saying to myself yeah, that's true.... that's happened to me.... what impressed me is that some of the commentors on this board expressed the fact that the movie made them view life a little differently and with a little more insight as the lives of a silent 'minority' can't ask more than that out of a movie, that it makes you think and view life differently, so by virtue of that alone, the movies was tremendously successful. should be required viewing of every kid in junior high school.pretty much for every person that's severely physically disabled, independence is one of, if not the most important focus of our daily lives, from working to socializing to recreating. for those of you who felt the movie was 'cliched,' try living our life for a single day you'll see that the movie was 'cliched' because..... it's true. the challenges the actors faced only skimmed the surface of what happens to us every day if we're lucky, we experience the same emotional and personal growth that the three characters including the girl did. every day presents obstacles for us to overcome it's just that there's no swelling, dramatic music to accompany our lives, unless it's in our ipods.... lol!",positive
"this film proves you don't need a hollywood budget to make something fun to watch. what stuck with me is how the crew from different locations was able to pull together with no promises of riches to make something just because they believed in it. i think anybody who makes low budget movies can relate to certain scenes such as actors who just can't get that one line, being bothered by the police, and having most of the crew disappear after the first week. nobody got paid for this which says a lot for the people who had to travel cross country and for the long hours spent editing. after watching stuie sell his personal property, use his own money, and trash his house to make the movie i am a bit curious how close his wife may have come to leaving. good job to all.",positive
"it's difficult to precisely put into words the sheer awfulness of this film. an entirely new vocabulary will have to be invented to describe the complete absence of anything even remotely recognizable as 'humor' or even 'entertainment' in rabbit test. so, as a small contribution to this future effort, i'd like to suggest this word hubiriffic adj. a combination of 'hubristic' and 'terrific' used to describe overly ambitious debacles like the film rabbit test. joan rivers and hollywood squares producer jay redack have severely over reached their meager abilities to amuse in this 82 minute festival of wretchedness. trying to put together an airplane! style comedy with a moldy collection of gags, note to joan german doctors haven't been funny since vaudeville disinterred from their graves in the catskills that's is bad enough. but compounding this cinematic crime is river's directorial style, which can best be described as 'ugly', and a cast of once and future has beens so eager to please they overplay even the weakest of throwaway gags.adrift in this sargasso sea of sap is a hapless billy crystal in his film debut role as the film's hapless protagonist lionel. watching crystal in this pic is much like watching a blind person take a stroll in a minefield eventually the cringe reflex becomes a semi permanent condition as cheap joke after cheap joke blows up in his face.i can only speculate about the sort of audience who might actually like rabbit test. cabbages, mollusks and mildly retarded lizards are all likely candidates. but for self aware, thinking humans i'd enthusiastically recommend pouring bleach in your eyes before i'd recommend rabbit test.",negative
"prior to watching dahmer, i thought no movie could be worse than freddy got fingered. i was wrong. to sum dahmer up, it's a story about a gay serial killer which features almost no killing and almost entirely consists of dahmer's encounters with gay men before they were killed. there is no plot to be found, and it serves no purpose as far as telling us anything about dahmer. all you'll learn about dahmer from watching this movie is that he liked to have sex with men. horrible acting, horrible directing, horrible writing, horrible everything... if you have to choose between watching dahmer and projectile vomiting for three hours, go with the vomiting .... it wll be less painful.....",negative
"this was a favorite of my childhood i can remember seeing it on television and thrilling to it each time. now that i'm grown up and have a kid of my own, i wanted to introduce him to this classic movie. we watched it last friday, and he liked it. during abu's fight with the giant spider, my son's hand crept over and took hold of mine he was genuinely scared. is he gonna beat the spider, poppa? just watch, you'll see. he has no historical frame of reference to speak of eight years old , so bagdad under the grandson of haroun al raschid might as well be oz under ozma.i think he especially liked how much of the heroics and derring do were perpetrated by the boy thief, and not the grown up king. in fact, if you deconstruct the film's narrative a bit, the king is the thief's sidekick, not the hero at all which must be very satisfying to imaginative, adventurous young boys. it's definitely a period piece i suspect that by the time he's eleven or twelve, my son will find it 'corny' or whatever word the next generation will be using by then. the love story is barely one dimensional as a cynical friend commented, why does ahmad love the princess? because the narrative demands it. the willingness of abu to put himself in jeopardy repeatedly for the clueless, love struck deposed king is equally improbable. but to quibble about such things while accepting flying mechanical horses, fifty foot genies and the temple of the all seeing eye would be fatuous in the extreme. the satisfaction of seeing the prophecy fulfilled at the movie's climax is tremendous, as is the final shot of abu triumphantly flying away on his stolen magic carpet, seeking some fun, and adventure at last!",positive
"okay, i'm sorry to the cast and crew for this review, but this movie is by far the worst i've seen yet...first off, the acting was okay. it could of been better especially in some parts , but it was okay . then, there was the cheapest video camera which they used . the violence was pretty good. if it were paced faster, it would be awesome, but they didn't sigh ...scares. the scares were well written in the script , but not well done. for instance... spoiler here! in the loft, a girl is half way in it and the other half is in the dark, bottom area of the barn house, then she gets it. the monster yanks her down and then you hear someones guts getting ripped out. the scares could have been better if the music wasn't ripped from a cheap horror sounds cd. the blood effects were pretty good, but the blood was like that of kill bill . k.b. pulled it off, because it was meant to resemble old kung fu movies, but when the crew can't tell the difference between red and pink....it's sad. the ripped up bodies in the movie were good, but the scarecrow costumes were something you would see for 25 bucks at a halloween store. don't let the cover fool you, the costumes suck! my overall grade is a 3 10. if you are interested in independent movies, are easily satisfied, or just have 3 bucks burning a hole in your pocket, go to blockbuster and see the horror of failure.",negative
"star trek hidden frontier is a long running internet only fan film, done completely for the love of the series, and a must watch for fans of trek. the production quality is extremely high for a fan film, although sometimes you can tell that they're green screenin' it. this doesn't take away from the overall experience however. the cgi ships are fantastic, as well as the space battle scenes... on the negative side, i could tell in the earlier episodes and even occasionally in the newer ones that some of the actors actresses are not quite comfortable in their roles, but once again, this doesn't take away from the overall experience of new interpretations of star trek. the cast and crew have truly come up with something special here, and, as a whole,i would highly recommend this series to fans of the next generation and deep space 9.",positive
"well, first of all, excuse me for the lame pun in the title. i was browsing for movies to rent the other day and saw this. i heard something about this so i picked it up and looked on the back and there was a short little review blurb on it from john fallon aka arrow in the head! at that moment i thought well if he likes it then i gotta like it! so i rented it and just finally got around to watching it last night college keeps me so busy . oh and i might wanna add that i read a little of arrow's review and it turns out that out of 4 stars he gave it 1 and a half. so my expectations from this movie went from very high to iffy. well after watching this, i once again agree with arrow and turns out that quote from the review was the only positive thing he said about that! wow, did this film stink or what? where do i begin with why it did so? well, the film was so dull in my opinion. not even the cool gore bits excited me and when a decapitation doesn't excite you in a movie, that's bad! the characters i hated a lot and from the beginning i could tell who would die and who wouldn't. actually the film proved me wrong at some points, but the worst thing is that one particular character i wanted to die didn't! what the heck? and the chemistry between the main girl and the guy she met? didn't feel it. he obviously was just there to be eye candy and give her a love interest, otherwise i thought he was a waste! and as a horror fan i should know that doing the dumb horror movie sometimes gotta happen or else there wouldn't be much of a movie, but the ones in here ticked me off! hello? why are you making out in the room of the killer nun when you should be on the lookout from her? and it was done by the supposedly smarter characters no less. the twist....ah, it would have been alright, if it hadn't been done a billion times and i didn't have to sit through this wast of film to reach that point! my main point stupid movie that sucked me in with some words of my favorite actually my only favorite movie critic. jerks!",negative
"actually there was nothing funny about this monstrosity at all!! this movie was a complete abomination. the absurdities in this movie almost made me want to vomit!! i think that the people responsible for this movie took advantage of their viewing audience. they took a relatively decent series of movies i did say decent, not good!! and totally trashed it by trying to put money in their pockets. the making of airplane! was a way for hollywood to make up for this crappy flick. the worst part about it is that either nobody in 1979 realized the asinine events of the movie such as concorde's door popping off at some ungodly high altitude or patroni shooting a flair gun out the window at mach 2 to avoid a nuclear warhead!?!?!?....what were they thinking??? were totally unrealistic or they just didn't care! i think that it is the latter of the two. the writers and director of this film , if you want to call it that, really tried to suck the airport dynasty dry with this crap!",negative
"i rented this movie today thinking it might be a good football movie, since i'm a big football fan. boy, was i wrong. this movie is way too religious and preachy and is really unrealistic. this movie pretty much says that if your a christian you can get anything you want in life easily, like become a great football player! you don't become a great football player by becoming christian and asking god, you do it through practice and hard work. all you gotta do is ask god and he'll give you anything....puh lease. thats not true at all, duh. i laughed several times because of this embarrassment. the only part that was funny was when they were being dumb shultz the cartoonist? no, the dude that flew over the atlantic, etc etc.. but really this movie wasn't that great. i don't recommend it, especially if you aren't a christian, lol.",negative
"this film resembles in many ways enemy of the state' with will smith and gene hackman, as we have an innocent black man being pursued by the government' with all the modern technology known to man. usually when storyline is copied like this the result is a disaster. that does not apply here. of course i love everything david morse does, so maybe my comments are not fair, but there were more good things about this film then that. the main baddy, played by doug hutchison, was brilliant, and the story flowed with excellent extras such as david paymer and robert pastorelli. our hero, alvin sanders played by jamie foxx , was however irritating most of the part. he is so out of place, cracking bad jokes, evoking no sympathy from the audience. or not to begin with, the strange thing is that he kinda grows on you and on his followers as well! . i didn't expect much when i rented it, but was surprised with a good solid action movie with comedy bits. 7 10",positive
"one of the biggest french success of the year 2002, l'auberge espagnole was also very well greeted abroad which is quite extraordinary for a french film. it is not difficult to define the reasons of this success. this movie made by one of the most interesting french film makers of these last years, ce dric klapisch, presents students coming from all over europe and gathered all together under the same roof in barcelona. these students are described like the ones you imagine or you see in everyday life either untidy, either serious or with a sense of humor. i guess that if the movie worked so well, it is because a lot of students must have recognized themselves in the main characters' portraits and especially xavier's.we follow the movie and so his experience abroad as an erasmus student through his eyes. xavier is really an ordinary student with his qualities, his faults. an intelligent making with quite a lot of ingenious ideas perfectly expresses his lost mind and his anxiety about the world and being an erasmus student. on that subject, the best examples can be found in two sequences. the first one is when xavier asks a woman at university for the papers he has to send to prepare his dea. when the same woman informs him about the different necessary procedures, all the papers appear on the screen when she is naming them! in the next sequence, xavier's voice over confides to the spectator his vision of the modern world. now, where to find the second example? well, the scene where xavier has a thorough medical examination during which klapisch films his visions is widely sufficient to speak of itself.moreover, the director wasn't really interested by his main character's studies. he left this point low key. he rather put a lot of effort into xavier's private life, of course, in his love affair with anne sophie but also and especially in his relations with his fellow tenants. it is a real friendship story that klapisch shows us with its moments of happiness but also its arguments and its tensions. through xavier's adventure and at the end of his stay, he will have been initiated into life which will make him more mature. the message that the author wanted to transmit isn't difficult to guess. you naively believe that you live in an untidy and complicated world. you mustn't give up but intensively search to get what you want even if it is difficult.apart from this, we could also fear that with the topic, ce dric klapisch wouldn't avoid a trap the cliche s. let's be frank about it they are included in the screenplay but the director does his best not to spread them too much in his movie. then, the screenplay contains convenient and predictable moments at the airport and before boarding we see xavier shedding a tear after he left his family. but fortunately the shortcomings of the script stop here. quite funny dialogs and cool young actors perfectly at ease in their roles make up the whole.in spite of its weaknesses, l'auberge espagnole is to be taken for a success in the movie of young people. besides, the whole atmosphere it brings out lets us think that this movie is directed primarily to a young audience. ultimately, the end of the movie and its big success let us suggest that klapisch succumbed to a fashion that goes right for american cinema the elaboration of sequels. and indeed, the film maker currently works on a sequel entitled les poupe es russes . let's hope that it will be as good as l'auberge espagnole .",positive
"finally!!! a good movie made on the most demented serial killer in history. for those less familiar with ed gein, he was basically the madman who was known for grave robbing and skinning his victims which most horror fans ripped off . shot in a period style that reflects the bleak plains of wisconsin perfectly, this is easily the most atmospheric horror film yet to depict gein and his gruesome killings. kane hodder jason from friday the 13th series and michael berryman hills have eyes i ii , deliver chilling performances in this serial killer opus that easily leaves behind the lackluster former gein attempts. so far i'd say this is one of the better horror films released this year turistas 0 .",positive
"this story documenting the rise of china's first emperor and his efforts to unify the empire was the most expensive movie production in chinese history.it's worth every penny. visually dazzling cinematography, a sweeping score and outstanding characters make this one of the finest epics ever put on film foreign or otherwise. please do not miss the opportunity to see this on the big screen.",positive
